season_name,match_id,player,team,possessions_with_buildup,xg_buildup,avg_xg_per_possession,total_touches_in_buildup,minutes_played,xg_buildup_per90
2023,3920413,Ali Sowe,Gambia,2,0.364,0.121,4.0,216.0,0.152
2022/2023,3837928,Renato Júnior Luz Sanches,Paris Saint-Germain,1,0.123,0.123,2.0,73.0,0.152
2023,3893828,Haiyan Wu,China PR Women's,2,0.077,0.039,3.0,46.0,0.152
2023,3893826,Lindsey Michelle Horan,United States Women's,2,0.277,0.139,2.0,164.0,0.152
2023,3922242,Lamine Camara,Senegal,1,0.145,0.145,1.0,86.0,0.152
2022/2023,3837727,Pablo Paulino Rosario,OGC Nice,2,0.306,0.153,5.0,182.0,0.152
2023,3920413,Musa Barrow,Gambia,4,0.664,0.166,9.0,392.0,0.152
2023,3906389,Clare Hunt,Australia Women's,3,0.465,0.155,7.0,276.0,0.152
2023,3893825,Amalie Jørgensen Vangsgaard,Denmark Women's,2,0.337,0.168,3.0,200.0,0.152
2023,3920387,Richard Ofori Antwi,Ghana,2,0.321,0.16,4.0,190.0,0.152
2023,3893811,Karen Holmgaard,Denmark Women's,1,0.146,0.146,2.0,87.0,0.151
2022/2023,3837818,Marcos Aoás Corrêa,Paris Saint-Germain,4,0.602,0.151,21.0,360.0,0.151
2023,3920386,Alex Iwobi,Nigeria,7,1.094,0.156,16.0,651.0,0.151
2022/2023,3837695,Mohamed Achi,Nantes,1,0.008,0.008,4.0,5.0,0.151
2023,3922243,Amine Adli,Morocco,2,0.194,0.097,3.0,116.0,0.151
2023,3893787,Indiah-Paige Janita Riley,New Zealand Women's,3,0.482,0.161,7.0,288.0,0.151
2023,3922243,Teboho Mokoena,South Africa,1,0.168,0.168,8.0,100.0,0.151
2022/2023,3837752,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,2,0.302,0.151,5.0,180.0,0.151
2023,3923881,Serge Aurier,Côte d'Ivoire,2,0.338,0.113,5.0,201.0,0.151
2023,3904628,Olga  Carmona García,Spain Women's,6,1.121,0.16,17.0,672.0,0.15
2022/2023,3837954,Fabián Ruiz Peña,Paris Saint-Germain,3,0.613,0.153,17.0,368.0,0.15
2022/2023,3837771,Erik Palmer-Brown,Troyes,1,0.303,0.152,4.0,182.0,0.15
2022/2023,3837771,Gauthier Gallon,Troyes,1,0.303,0.152,4.0,182.0,0.15
2023,3893796,Rebecka Blomqvist,Sweden Women's,1,0.045,0.045,1.0,27.0,0.15
2023,3902239,Kosovare Asllani,Sweden Women's,4,0.696,0.116,9.0,420.0,0.149
2023,3893822,Alexia Putellas Segura,Spain Women's,4,0.403,0.101,22.0,244.0,0.149
2023,3920416,Thapelo Maseko,South Africa,1,0.045,0.045,1.0,27.0,0.149
2023,3920393,Lubeni Haukongo,Namibia,3,0.631,0.158,7.0,380.0,0.149
2023,3893788,Courtney Brosnan,Republic of Ireland Women's,1,0.285,0.143,4.0,172.0,0.149
2023,3920396,Mohamed Abdel Monem,Egypt,3,0.478,0.159,15.0,288.0,0.149
2023,3920406,Lameck Banda,Zambia,1,0.139,0.139,4.0,84.0,0.149
2022/2023,3837954,Marcos Aoás Corrêa,Paris Saint-Germain,5,0.904,0.151,25.0,546.0,0.149
2023,3902967,Millie Bright,England Women's,1,0.157,0.157,1.0,95.0,0.149
2023,3920391,Khuliso Johnson Mudau,South Africa,2,0.295,0.147,5.0,178.0,0.149
2022/2023,3837928,Fabián Ruiz Peña,Paris Saint-Germain,1,0.058,0.058,1.0,35.0,0.148
2022/2023,3837680,Caio Henrique Oliveira Silva,AS Monaco,2,0.309,0.154,5.0,188.0,0.148
2023,3920388,Kalidou Koulibaly,Senegal,6,0.92,0.153,19.0,558.0,0.148
2023,3922242,Habibou Mouhamadou Diallo,Senegal,2,0.326,0.109,7.0,198.0,0.148
2022/2023,3837987,Gianluigi Donnarumma,Paris Saint-Germain,2,0.29,0.145,2.0,176.0,0.148
2023,3893788,Kyra Carusa,Republic of Ireland Women's,1,0.285,0.143,4.0,174.0,0.148
2023,3893799,Salma Amani,Morocco Women's,1,0.102,0.051,4.0,62.0,0.148
2022/2023,3837947,Ikoma Loïs Openda,Lens,1,0.146,0.146,1.0,89.0,0.148
2023,3920395,Charles Pickel,Congo DR,10,1.515,0.151,26.0,930.0,0.147
2023,3893811,Pernille Mosegaard Harder,Denmark Women's,1,0.146,0.146,6.0,89.0,0.147
2022/2023,3837785,Gianluigi Donnarumma,Paris Saint-Germain,1,0.134,0.134,1.0,82.0,0.147
2023,3893824,Ruesha Littlejohn,Republic of Ireland Women's,1,0.157,0.157,1.0,96.0,0.147
2022/2023,3837954,Jean-Mattéo Bahoya Négoce,Angers,4,0.561,0.14,9.0,344.0,0.147
2023,3920405,Ayoub El Kaabi,Morocco,1,0.052,0.026,2.0,32.0,0.146
2023,3901833,Sandie Toletti,France Women's,4,0.401,0.1,14.0,248.0,0.146
2023,3893827,Loan Hoàng Thị,Vietnam Women's,2,0.088,0.044,3.0,54.0,0.146
2023,3893831,Lisa Boattin,Italy Women's,4,0.999,0.167,13.0,618.0,0.146
2023,3893825,Katrine Veje,Denmark Women's,4,0.627,0.157,10.0,388.0,0.145
2022/2023,3837839,Gianluigi Donnarumma,Paris Saint-Germain,1,0.307,0.153,4.0,190.0,0.145
2023,3893819,Zineb Redouani,Morocco Women's,2,0.293,0.147,8.0,182.0,0.145
2023,3893820,Aurora Watten Mikalsen,Norway Women's,5,0.782,0.13,16.0,486.0,0.145
2023,3901733,Laia Codina Panedas,Spain Women's,5,1.036,0.148,26.0,644.0,0.145
2023,3922838,Seko Fofana,Côte d'Ivoire,1,0.194,0.097,8.0,120.0,0.145
2023,3893828,Lucy Bronze,England Women's,4,0.452,0.113,17.0,280.0,0.145
2023,3920402,Mohamed Youcef Belaïli,Algeria,2,0.351,0.117,8.0,219.0,0.144
2023,3877115,Jonathan Osorio,Toronto FC,3,0.419,0.14,5.0,261.0,0.144
2022/2023,3837918,Hugo Ekitike,Paris Saint-Germain,4,0.256,0.064,12.0,160.0,0.144
2023,3920401,Mohamed Bayo,Guinea,2,0.291,0.146,6.0,182.0,0.144
2023,3893793,Jun Endo,Japan Women's,9,1.217,0.122,23.0,760.0,0.144
2022/2023,3837771,Renato Júnior Luz Sanches,Paris Saint-Germain,1,0.024,0.024,11.0,15.0,0.144
2023,3893811,Janni Thomsen,Denmark Women's,1,0.146,0.146,4.0,91.0,0.144
2023,3920388,Pape Gueye,Senegal,6,0.86,0.123,22.0,539.0,0.144
2023,3893819,Geum-Min Lee,Korea Republic Women's,4,0.681,0.136,12.0,425.0,0.144
2023,3893810,Carole da Silva Costa,Portugal Women's,10,1.585,0.144,31.0,990.0,0.144
2023,3920384,Carlos Mendes Gomes,Guinea-Bissau,3,0.106,0.035,5.0,66.0,0.144
2022/2023,3837876,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,4,0.597,0.149,7.0,372.0,0.144
2022/2023,3837885,Valentin Rongier,Marseille,3,0.869,0.145,26.0,546.0,0.143
2022/2023,3837938,Jean-Clair Todibo,OGC Nice,3,0.572,0.143,12.0,360.0,0.143
2023,3893819,Hye-Ji Hong,Korea Republic Women's,4,0.657,0.131,9.0,415.0,0.143
2023,3893811,Simone Boye-Sørensen,Denmark Women's,1,0.146,0.146,2.0,92.0,0.143
2023,3877090,Jesús David Murillo Largacha,LAFC,3,0.206,0.069,7.0,129.0,0.143
2023,3920386,Frank Onyeka,Nigeria,6,1.514,0.151,24.0,950.0,0.143
2023,3893829,Onema Grace Geyoro,France Women's,6,0.535,0.076,18.0,336.0,0.143
2023,3893806,Teresa Abelleira Dueñas,Spain Women's,5,0.776,0.155,15.0,490.0,0.143
2023,3901832,Leicy Maria Santos Herrera,Colombia Women's,3,0.547,0.137,7.0,344.0,0.143
2023,3893804,Julia Stierli,Switzerland Women's,2,0.423,0.141,10.0,267.0,0.143
2023,3893789,Sandrine Mauron,Switzerland Women's,1,0.025,0.025,2.0,16.0,0.143
2022/2023,3837771,Vitor Machado Ferreira,Paris Saint-Germain,7,0.644,0.092,21.0,406.0,0.143
2023,3920418,Charles Pickel,Congo DR,4,0.421,0.105,11.0,268.0,0.142
2022/2023,3837902,Danilo Luís Hélio Pereira,Paris Saint-Germain,5,0.822,0.137,25.0,522.0,0.142
2023,3893796,Gun Nathalie Björn,Sweden Women's,3,0.436,0.145,10.0,276.0,0.142
2023,3877115,Latif Blessing,Toronto FC,1,0.036,0.036,2.0,23.0,0.142
2023,3893810,Ana Rita Silva Seiça,Portugal Women's,7,1.235,0.137,23.0,783.0,0.142
2023,3904629,Alex Greenwood,England Women's,1,0.139,0.139,6.0,88.0,0.142
2022/2023,3837695,Ignatius Kpene Ganago,Nantes,1,0.034,0.034,2.0,22.0,0.141
2023,3893811,Katrine Veje,Denmark Women's,1,0.146,0.146,2.0,93.0,0.141
2022/2023,3837683,Issiaga Sylla,Toulouse,3,0.118,0.039,7.0,75.0,0.141
2023,3923881,Seko Fofana,Côte d'Ivoire,4,0.676,0.135,8.0,430.0,0.141
2023,3893811,Chloe Kelly,England Women's,2,0.288,0.144,4.0,184.0,0.141
2022/2023,3837650,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,5,0.695,0.139,12.0,445.0,0.141
2023,3906390,Ivana Andrés Sanz,Spain Women's,1,0.034,0.034,2.0,22.0,0.141
2023,3920412,Moriba Kourouma Kourouma,Guinea,1,0.111,0.111,2.0,71.0,0.14
2022/2023,3837659,Marcos Aoás Corrêa,Paris Saint-Germain,4,0.552,0.138,5.0,356.0,0.14
2023,3906390,Jennifer Hermoso Fuentes,Spain Women's,6,1.111,0.159,24.0,714.0,0.14
2022/2023,3837839,Folarin Balogun,Stade de Reims,2,0.296,0.148,6.0,190.0,0.14
2023,3893805,Saki Kumagai,Japan Women's,7,1.335,0.148,36.0,855.0,0.14
2023,3893833,Jule Brand,Germany Women's,5,0.62,0.124,11.0,400.0,0.139
2022/2023,3837844,Fabián Ruiz Peña,Paris Saint-Germain,6,0.971,0.139,23.0,630.0,0.139
2022/2023,3838004,Frédéric Guilbert,Strasbourg,6,0.972,0.139,18.0,630.0,0.139
2022/2023,3837818,Vitor Machado Ferreira,Paris Saint-Germain,5,0.654,0.131,25.0,425.0,0.139
2023,3893825,Mille Gejl Jensen,Denmark Women's,1,0.057,0.057,1.0,37.0,0.139
2023,3893823,Priscila Chinchilla,Costa Rica Women's,2,0.309,0.154,3.0,200.0,0.139
2023,3893827,Damaris Berta Egurrola Wienke,Netherlands Women's,4,0.21,0.053,16.0,136.0,0.139
2023,3922658,Tiago Manuel Dias Correia,Cape Verde Islands,2,0.148,0.074,3.0,96.0,0.139
2022/2023,3837683,Fares Chaïbi,Toulouse,4,0.161,0.04,11.0,104.0,0.139
2023,3920387,Denis Odoi,Ghana,4,0.603,0.151,10.0,392.0,0.138
2023,3893801,Marta Vieira da Silva,Brazil Women's,2,0.067,0.034,4.0,44.0,0.138
2023,3923881,Max-Alain Gradel,Côte d'Ivoire,5,0.636,0.106,8.0,414.0,0.138
2022/2023,3837918,Arthur Theate,Rennes,2,0.277,0.138,3.0,180.0,0.138
2023,3902239,Hinata Miyazawa,Japan Women's,1,0.123,0.123,4.0,80.0,0.138
2023,3893811,Georgia Stanway,England Women's,3,0.414,0.138,5.0,270.0,0.138
2023,3920385,Domingos João Macandza,Mozambique,1,0.153,0.153,1.0,100.0,0.138
2022/2023,3837844,Carlos Soler Barragán,Paris Saint-Germain,7,0.968,0.138,30.0,630.0,0.138
2023,3920408,Seko Fofana,Côte d'Ivoire,3,0.578,0.145,6.0,376.0,0.138
2022/2023,3838017,Vitor Machado Ferreira,Paris Saint-Germain,6,0.525,0.088,22.0,342.0,0.138
2023,3877115,David Ruiz,Inter Miami,3,0.295,0.098,14.0,192.0,0.138
2022/2023,3837918,Désiré Doué,Rennes,3,0.301,0.1,8.0,198.0,0.137
2023,3920402,Ramy Bensebaini,Algeria,4,0.736,0.147,14.0,485.0,0.137
2023,3920388,Pathé Ismaël Ciss,Senegal,4,0.231,0.058,10.0,152.0,0.137
2023,3920386,Stanley Bobo Nwabali,Nigeria,2,0.722,0.144,17.0,475.0,0.137
2023,3902239,Gun Nathalie Björn,Sweden Women's,4,0.885,0.147,11.0,582.0,0.137
2023,3893794,Batcheba Louis,Haiti Women's,3,0.42,0.14,5.0,276.0,0.137
2023,3893788,Niamh Fahey,Republic of Ireland Women's,1,0.285,0.143,4.0,188.0,0.137
2023,3893828,Yasha Gu,China PR Women's,2,0.079,0.04,6.0,52.0,0.137
2023,3877072,David Ruiz,Inter Miami,2,0.079,0.039,6.0,52.0,0.136
2023,3920419,Hakim Ziyech,Morocco,2,0.149,0.074,6.0,98.0,0.136
2023,3893805,Shiori Miyake,Japan Women's,8,1.439,0.144,42.0,950.0,0.136
2023,3893791,Esther Gonzalez Rodríguez,Spain Women's,2,0.187,0.093,8.0,124.0,0.136
2022/2023,3837727,Mario Lemina,OGC Nice,3,0.33,0.11,13.0,219.0,0.136
2023,3893825,Signe Kallesøe Bruun,Denmark Women's,1,0.057,0.057,3.0,38.0,0.136
2022/2023,3837785,Carlos Soler Barragán,Paris Saint-Germain,2,0.181,0.091,8.0,120.0,0.136
2022/2023,3837876,Juan Bernat Velasco,Paris Saint-Germain,1,0.098,0.098,4.0,65.0,0.135
2022/2023,3837818,Cédric Hountondji,Angers,1,0.129,0.129,10.0,86.0,0.135
2023,3922658,Kevin Lenini Gonçalves Pereira de Pina,Cape Verde Islands,3,0.288,0.096,11.0,192.0,0.135
2022/2023,3837885,Kylian Mbappé Lottin,Paris Saint-Germain,2,0.272,0.136,4.0,182.0,0.135
2023,3906390,Teresa Abelleira Dueñas,Spain Women's,6,1.071,0.153,19.0,714.0,0.135
2023,3877060,Robert Taylor,Inter Miami,1,0.089,0.089,2.0,59.0,0.135
2023,3893814,Jonna Ann-Charlotte Andersson,Sweden Women's,5,0.801,0.134,11.0,534.0,0.135
2022/2023,3837885,Vitor Machado Ferreira,Paris Saint-Germain,8,1.093,0.137,19.0,728.0,0.135
2023,3893817,Annalie Longo,New Zealand Women's,1,0.183,0.092,2.0,122.0,0.135
2022/2023,3837876,Timothy Weah,Lille,3,0.573,0.143,22.0,384.0,0.134
2023,3922243,Selim Amallah,Morocco,1,0.086,0.086,4.0,58.0,0.134
2023,3893805,Hina Sugita,Japan Women's,10,1.537,0.14,44.0,1034.0,0.134
2023,3920395,Arthur Masuaku,Congo DR,14,2.102,0.14,46.0,1410.0,0.134
2022/2023,3837876,Benjamin André,Lille,5,0.855,0.143,15.0,576.0,0.134
2023,3893807,Adriana Kristina Leon,Canada Women's,1,0.083,0.083,2.0,56.0,0.134
2023,3922243,Romain Saïss,Morocco,6,0.892,0.149,20.0,600.0,0.134
2022/2023,3837987,Juan Bernat Velasco,Paris Saint-Germain,7,0.853,0.122,38.0,574.0,0.134
2022/2023,3837885,Leonardo Julián Balerdi Rossa,Marseille,2,0.536,0.134,4.0,360.0,0.134
2023,3877115,Alonso Coello Camarero,Toronto FC,5,0.506,0.101,14.0,340.0,0.134
2023,3893829,Vicki Becho,France Women's,3,0.457,0.152,8.0,306.0,0.134
2023,3920405,Gaël Kakuta,Congo DR,1,0.082,0.082,2.0,55.0,0.134
2023,3893833,Chantal Hagel,Germany Women's,6,0.896,0.149,17.0,600.0,0.134
2022/2023,3837876,Lucas Chevalier,Lille,2,0.419,0.14,6.0,282.0,0.134
2023,3922243,Azzedine Ounahi,Morocco,5,0.737,0.147,20.0,500.0,0.133
2023,3920400,Abdou Diallo,Senegal,1,0.133,0.133,8.0,90.0,0.133
2023,3920395,Henoc Inonga Baka,Congo DR,14,2.083,0.139,43.0,1410.0,0.133
2023,3901733,Ona Batlle Pascual,Spain Women's,6,1.097,0.137,33.0,744.0,0.133
2023,3877194,Sergio Busquets i Burgos,Inter Miami,5,0.962,0.137,11.0,651.0,0.133
2022/2023,3837717,Danilo Luís Hélio Pereira,Paris Saint-Germain,9,1.248,0.139,27.0,846.0,0.133
2023,3901796,Danielle van de Donk,Netherlands Women's,1,0.105,0.105,6.0,71.0,0.133
2023,3920413,Muhammed Sanneh,Gambia,6,0.826,0.138,12.0,558.0,0.133
2022/2023,3837902,Warren Zaire Emery,Paris Saint-Germain,6,0.902,0.129,31.0,616.0,0.132
2023,3901733,Catalina Thomas Coll Lluch,Spain Women's,2,0.538,0.134,6.0,368.0,0.132
2023,3902968,Kyra Lillee Cooney-Cross,Australia Women's,5,0.84,0.168,15.0,575.0,0.132
2022/2023,3837839,Jens-Lys Michel Cajuste,Stade de Reims,5,0.593,0.119,18.0,405.0,0.132
2023,3920419,Kings Kangwa,Zambia,1,0.035,0.035,2.0,24.0,0.132
2023,3893805,Moeka Minami,Japan Women's,10,1.64,0.137,57.0,1116.0,0.132
2023,3893807,Ashley Elizabeth Marie Lawrence,Canada Women's,8,1.064,0.133,17.0,728.0,0.132
2022/2023,3837662,Presnel Kimpembe,Paris Saint-Germain,4,0.498,0.124,11.0,340.0,0.132
2023,3893815,Débora Cristiane de Oliveira,Brazil Women's,3,0.499,0.125,11.0,340.0,0.132
2022/2023,3837747,Gianluigi Donnarumma,Paris Saint-Germain,3,0.408,0.136,10.0,279.0,0.132
2023,3893826,Crystal Alyssia Dunn Soubrier,United States Women's,5,0.693,0.139,9.0,475.0,0.131
2022/2023,3837659,Presnel Kimpembe,Paris Saint-Germain,5,0.655,0.131,7.0,450.0,0.131
2022/2023,3837659,Neymar da Silva Santos Junior,Paris Saint-Germain,5,0.647,0.129,15.0,445.0,0.131
2023,3877115,Kobe Franklin,Toronto FC,3,0.397,0.132,10.0,273.0,0.131
2023,3893794,Ella Toone,England Women's,5,0.663,0.133,11.0,455.0,0.131
2022/2023,3837844,Danilo Luís Hélio Pereira,Paris Saint-Germain,6,0.944,0.135,15.0,651.0,0.131
2022/2023,3837987,Fabián Ruiz Peña,Paris Saint-Germain,5,0.549,0.091,27.0,378.0,0.131
2023,3904629,Jessica Carter,England Women's,1,0.128,0.128,8.0,89.0,0.13
2023,3877194,Tomás Agustín Avilés Mancilla,Inter Miami,3,0.368,0.123,8.0,255.0,0.13
2023,3893815,Rafaelle Leone Carvalho Souza,Brazil Women's,1,0.272,0.136,4.0,188.0,0.13
2023,3877194,Gregore de Magalhães Silva,Inter Miami,2,0.203,0.101,9.0,140.0,0.13
2022/2023,3837987,Marcos Aoás Corrêa,Paris Saint-Germain,10,1.411,0.128,42.0,979.0,0.13
2022/2023,3837938,Melvin Bard,OGC Nice,5,0.74,0.092,20.0,512.0,0.13
2022/2023,3837928,Mathis Rayan Cherki,Lyon,1,0.098,0.098,2.0,68.0,0.13
2023,3920405,Nayef Aguerd,Morocco,6,0.829,0.138,31.0,576.0,0.13
2023,3920385,Omar Kamal Abdel Wahed,Egypt,4,0.19,0.048,14.0,132.0,0.13
2023,3904628,Gun Nathalie Björn,Sweden Women's,3,0.399,0.133,7.0,279.0,0.129
2023,3893810,Joana Filipa Gaspar Silva Marchão,Portugal Women's,14,1.96,0.131,27.0,1365.0,0.129
2023,3877170,Santiago Arias Naranjo,Cincinnati,3,0.528,0.132,8.0,368.0,0.129
2023,3920391,Aboubacar Traoré,Mali,1,0.014,0.007,2.0,10.0,0.129
2023,3893819,Mi-Ra Moon,Korea Republic Women's,3,0.207,0.069,5.0,144.0,0.129
2023,3893831,Arianna Caruso,Italy Women's,2,0.356,0.119,4.0,249.0,0.129
2023,3922241,El-Hadji Ba,Mauritania,1,0.029,0.029,1.0,20.0,0.129
2023,3920394,Sofyan Amrabat,Morocco,5,0.809,0.135,19.0,564.0,0.129
2023,3893804,Géraldine Reuteler,Switzerland Women's,3,0.446,0.111,6.0,312.0,0.129
2023,3920393,Mohamed Elias Achouri,Tunisia,1,0.129,0.129,2.0,91.0,0.128
2023,3893795,Lene Christensen,Denmark Women's,3,0.395,0.132,4.0,279.0,0.128
2023,3920387,Gideon Mensah,Ghana,3,0.418,0.139,9.0,294.0,0.128
2023,3893824,Christy Onyenaturuchi Ucheibe,Nigeria Women's,2,0.273,0.137,6.0,192.0,0.128
2022/2023,3837785,Nordi Mukiele Mulere,Paris Saint-Germain,3,0.383,0.128,11.0,270.0,0.128
2023,3923881,Moses Daddy-Ajala Simon,Nigeria,1,0.053,0.053,2.0,37.0,0.128
2023,3920387,Jovane Eduardo Borges Cabral,Cape Verde Islands,3,0.473,0.118,10.0,332.0,0.128
2023,3922659,Sébastien Haller,Côte d'Ivoire,1,0.224,0.112,4.0,158.0,0.128
2023,3920402,Youcef Atal,Algeria,2,0.415,0.138,5.0,291.0,0.128
2023,3893801,Kerolin Nicoli Israel Ferraz,Brazil Women's,14,2.23,0.139,36.0,1568.0,0.128
2022/2023,3837947,Deiver Andrés Machado Mena,Lens,6,0.602,0.1,15.0,426.0,0.127
2023,3893787,Julie Blakstad,Norway Women's,3,0.233,0.078,6.0,165.0,0.127
2022/2023,3837818,Sergio Ramos García,Paris Saint-Germain,5,0.654,0.131,26.0,465.0,0.127
2023,3893802,Catalina Pérez Jaramillo,Colombia Women's,1,0.13,0.13,2.0,92.0,0.127
2023,3920410,Feliciano João Jone,Mozambique,2,0.204,0.102,2.0,144.0,0.127
2023,3893796,Jonna Ann-Charlotte Andersson,Sweden Women's,3,0.531,0.133,6.0,380.0,0.126
2022/2023,3837963,Abdoul Bamo Meité,Lorient,4,0.516,0.129,6.0,368.0,0.126
2022/2023,3837771,Marco Verratti,Paris Saint-Germain,11,1.29,0.117,53.0,924.0,0.126
2023,3922837,Kelechi Promise Iheanacho,Nigeria,1,0.036,0.036,3.0,26.0,0.126
2023,3922321,Signori Dominique Nymi António,Angola,1,0.133,0.133,1.0,95.0,0.126
2023,3893816,Cheyna Lee Matthews,Jamaica Women's,1,0.045,0.045,2.0,32.0,0.126
2023,3893824,Ifeoma Onumonu,Nigeria Women's,1,0.039,0.039,2.0,28.0,0.126
2022/2023,3837859,Gianluigi Donnarumma,Paris Saint-Germain,5,0.637,0.106,9.0,456.0,0.126
2023,3901833,Elisa De Almeida,France Women's,11,1.563,0.13,39.0,1116.0,0.126
2023,3920419,Yunis Abdelhamid,Morocco,4,0.65,0.13,14.0,465.0,0.126
2023,3920408,Obite Evan Ndicka,Côte d'Ivoire,6,0.802,0.134,11.0,576.0,0.125
2022/2023,3837987,Kylian Mbappé Lottin,Paris Saint-Germain,5,0.74,0.123,12.0,534.0,0.125
2022/2023,3837928,Johann Lepenant,Lyon,1,0.085,0.085,2.0,61.0,0.125
2023,3904629,Millie Bright,England Women's,1,0.128,0.128,7.0,92.0,0.125
2022/2023,3837947,Danilo Luís Hélio Pereira,Paris Saint-Germain,8,1.021,0.128,47.0,736.0,0.125
2023,3922658,Garry Mendes Rodrigues,Cape Verde Islands,2,0.194,0.097,5.0,140.0,0.125
2023,3906390,Ella Toone,England Women's,1,0.119,0.119,2.0,86.0,0.125
2023,3922837,Zakhele Lerato Lepasa,South Africa,2,0.162,0.054,4.0,117.0,0.125
2022/2023,3837706,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3,0.387,0.129,13.0,279.0,0.125
2023,3920408,Christian Kouamé,Côte d'Ivoire,4,0.35,0.087,6.0,252.0,0.125
2022/2023,3837827,Kylian Mbappé Lottin,Paris Saint-Germain,1,0.051,0.051,2.0,37.0,0.125
2023,3893792,Emily Ann Fox,United States Women's,8,1.121,0.112,30.0,810.0,0.125
2023,3877090,Sergio Busquets i Burgos,Inter Miami,5,0.619,0.124,15.0,445.0,0.125
2023,3893799,Svenja Huth,Germany Women's,5,0.952,0.136,8.0,686.0,0.125
2022/2023,3837928,Sael Kumbedi Nseke,Lyon,1,0.085,0.085,1.0,61.0,0.125
2022/2023,3837885,Mattéo Guendouzi Olié,Marseille,4,1.007,0.126,28.0,728.0,0.125
2023,3902240,Aitana Bonmati Conca,Spain Women's,5,0.807,0.115,23.0,588.0,0.124
2023,3893827,Sherida Spitse,Netherlands Women's,22,2.382,0.099,84.0,1728.0,0.124
2022/2023,3837727,Nuno Mendes,Paris Saint-Germain,1,0.047,0.047,2.0,34.0,0.124
2022/2023,3837650,Presnel Kimpembe,Paris Saint-Germain,7,0.86,0.123,19.0,623.0,0.124
2022/2023,3837818,Abdoulaye Bamba,Angers,1,0.129,0.129,3.0,93.0,0.124
2022/2023,3837747,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,7,0.765,0.109,19.0,553.0,0.124
2023,3920400,Pape Gueye,Senegal,1,0.133,0.133,2.0,97.0,0.124
2022/2023,3837876,Vitor Machado Ferreira,Paris Saint-Germain,3,0.403,0.101,10.0,292.0,0.124
2023,3893792,Trinity Rain Moyer-Rodman,United States Women's,2,0.306,0.102,6.0,222.0,0.124
2022/2023,3837839,Junya Ito,Stade de Reims,6,0.678,0.113,13.0,492.0,0.124
2022/2023,3837876,Rémy Cabella,Lille,5,0.838,0.12,15.0,609.0,0.124
2023,3893791,Daniela Solera Vega,Costa Rica Women's,1,0.13,0.13,1.0,94.0,0.124
2022/2023,3837947,Nuno Mendes,Paris Saint-Germain,5,0.522,0.104,26.0,380.0,0.124
2023,3904629,Caitlin Jade Foord,Australia Women's,4,0.517,0.129,9.0,376.0,0.124
2023,3902240,Catalina Thomas Coll Lluch,Spain Women's,1,0.159,0.159,1.0,116.0,0.124
2023,3893792,Julie Beth Ertz,United States Women's,8,1.474,0.134,38.0,1078.0,0.123
2023,3922240,Silas Katompa Mvumpa,Congo DR,2,0.107,0.053,5.0,78.0,0.123
2023,3920401,Issiaga Sylla,Guinea,2,0.263,0.131,2.0,192.0,0.123
2023,3877090,Kamal Miller,Inter Miami,5,0.63,0.126,14.0,460.0,0.123
2023,3877194,Diego Alexander Gómez Amarilla,Inter Miami,1,0.126,0.126,5.0,92.0,0.123
2023,3920391,Themba Zwane,South Africa,4,0.395,0.099,21.0,288.0,0.123
2023,3901832,Deneisha Selena Blackwood,Jamaica Women's,5,0.64,0.128,9.0,470.0,0.123
2023,3920411,Ahmed Mohamed Abo El Fotouh Mohamed,Egypt,3,0.325,0.065,14.0,240.0,0.122
2023,3893803,Ria Percival,New Zealand Women's,4,0.449,0.112,9.0,332.0,0.122
2023,3920408,Jean-Philippe Krasso,Côte d'Ivoire,1,0.042,0.042,2.0,31.0,0.122
2023,3893828,Jessica Carter,England Women's,6,0.822,0.137,37.0,606.0,0.122
2022/2023,3837918,Steve Mandanda,Rennes,4,0.508,0.127,8.0,376.0,0.122
2023,3893807,Jessie Alexandra Fleming,Canada Women's,8,1.031,0.129,26.0,760.0,0.122
2023,3877194,Benjamin Cremaschi,Inter Miami,2,0.199,0.099,3.0,146.0,0.122
2023,3901736,Josefine Hasbo,Denmark Women's,5,0.156,0.031,10.0,115.0,0.122
2023,3877170,Facundo Farías,Inter Miami,6,0.742,0.124,20.0,546.0,0.122
2023,3893799,Sara Däbritz,Germany Women's,5,0.926,0.132,16.0,686.0,0.122
2022/2023,3837818,Pierrick Capelle,Angers,2,0.161,0.08,9.0,120.0,0.121
2023,3920413,Frank Magri,Cameroon,1,0.095,0.095,4.0,71.0,0.121
2022/2023,3837706,Danilo Luís Hélio Pereira,Paris Saint-Germain,6,0.759,0.127,11.0,564.0,0.121
2023,3923880,Samuel Moutoussamy,Congo DR,5,0.976,0.163,14.0,726.0,0.121
2023,3893804,Seraina Piubel,Switzerland Women's,3,0.446,0.111,12.0,332.0,0.121
2023,3923880,Brian Jephte Bayeye,Congo DR,4,0.461,0.115,9.0,344.0,0.121
2023,3920411,Omar Marmoush,Egypt,2,0.321,0.107,6.0,240.0,0.121
2023,3902239,Riko Ueki,Japan Women's,1,0.063,0.063,1.0,47.0,0.121
2023,3877194,Jere Juhani Uronen,Charlotte,3,0.359,0.12,14.0,267.0,0.121
